Word,alternate-spellings,transliteration,Gloss,Strongs
עִזָּבוֹן,,,"fair, ware",15801
עַזְבּוּק,,,Azbuk,15802
עַזְגָּד,,,Azgad,15803
עַזָּה,,,"Azzah, Gaza",15804
עֲזוּבָה,,,forsaking,15805
עֲזוּבָה,,,Azubah,15806
עֱזוּז,,,"might, strength",15807
עִזּוּז,,,"power, strong",15808
עַזּוּר,,,"Azur, Azzur",15809
עָזַז,,,"harden, impudent, prevail, strengthen (self), be strong",15810
עָזָז,,,Azaz,15811
עֲזַזְיָהוּ,,,Azaziah,15812
עֻזִּי,,,Uzzi,15813
עֻזִּיָּא,,,Uzzia,15814
עֲזִיאֵל,,,Aziel. Compare,15815
עֻזִּיאֵל,,,Uzziel,15816
עׇזִּיאֵלִי,,,Uzzielites,15817
עֻזִּיָּה,,,Uzziah,15818
עֲזִיזָא,,,Aziza,15819
עַזְמָוֶת,,,Azmaveth. See also,15820
עַזָּן,,,Azzan,15821
עׇזְנִיָּה,,,ospray,15822
עָזַק,,,fence about,15823
עִזְקָא,,,signet,15824
עֲזֵקָה,,,Azekah,15825
עֵזֶר,,,help,15828
עֵזֶר,,,Ezer. Compare,15829
עֶזֶר,,,Ezer. Compare,15827
עָזַר,,,"help, succour",15826
עֶזְרָא,,,Ezra,15830
עֶזְרָא,,,Ezra,15831
עֲזַרְאֵל,,,"Azarael, Azareel",15832
עֲזָרָה,,,"court, settle",15835
עֶזְרָה,,,"help(-ed, -er)",15833
עֶזְרָה,,,Ezrah,15834
עֶזְרִי,,,Ezri,15836
עַזְרִיאֵל,,,Azriel,15837
עֲזַרְיָה,,,Azariah,15838
עֲזַרְיָה,,,Azariah,15839
עַזְרִיקָם,,,Azrikam,15840
עַזָּתִי,,,"Gazathite, Gazite",15841
עֵט,,,pen,15842
עֵטָא,,,counsel,15843
עָטָה,,,"array self, be clad, (put a) cover (-ing, self), fill, put on, × surely, turn aside",15844
עֲטִין,,,breast,15845
עֲטִישָׁה,,,sneezing,15846
עֲטַלֵּף,,,bat,15847
עָטַף,,,"cover (over), fail, faint, feebler, hide self, be overwhelmed, swoon",15848
עָטַר,,,"compass, crown",15849
עֲטָרָה,,,crown,15850
עֲטָרָה,,,Atarah,15851
עֲטָרוֹת,,,Ataroth,15852
עַטְרוֹת אַדָּר,,,Ataroth-adar(-addar),15853
עַטְרוֹת בֵּית יוֹאָב,,,Ataroth the house of Joab,15854
עַטְרוֹת שׁוֹפָן,,,"Atroth, Shophan (as if two places)",15855
עִי,,,heap,15856
עַי,,,"Ai, Aija, Aijath, Hai",15857
עֵיבָל,,,Ebal,15858
עִיּוֹן,,,Ijon,15859
עִיט,,,"fly, rail",15860
עַיִט,,,"bird, fowl, ravenous (bird)",15861
עֵיטָם,,,Etam,15862
עִיֵּי הָעֲבָרִים,,,Ije-abarim,15863
עִיִּים,,,Iim,15864
עֵילוֹם,,,ever,15865
עִילַי,,,Ilai,15866
עֵילָם,,,Elam,15867
עֲיָם,,,mighty,15868
עַיִן,,,"affliction, outward appearance, before, think best, colour, conceit, be content, countenance, displease, eye((-brow), (-d), -sight), face, favour, fountain, furrow (from the margin), × him, humble, knowledge, look, (  well), × me, open(-ly), (not) please, presence, regard, resemblance, sight, × thee, × them, think, × us, well, × you(-rselves)",15869
עַיִן,,,eye,15870
עַיִן,,,Ain,15871
עֵין גֶּדִי,,,En-gedi,15872
עֵין גַּנִּים,,,En-gannim,15873
עֵין הַקּוֹרֵא,,,En-hakhore,15875
עֵין חַדָּה,,,En-haddah,15876
עֵין חָצוֹר,,,En-hazor,15877
עֵין חֲרֹד,,,well of Harod,15878
עֵין מִשְׁפָּט,,,En-mishpat,15880
עֵין עֶגְלַיִם,,,En-eglaim,15882
עֵין רֹגֵל,,,En-rogel,15883
עֵין רִמּוֹן,,,En-rimmon,15884
עֵין שֶׁמֶשׁ,,,Enshemesh,15885
עֵין תַּנִּים,,,dragon well,15886
עֵין תַּפּוּחַ,,,En-tappuah,15887
עֵין־דֹּאר,,,En-dor,15874
עֵינַיִם,,,"Enaim, openly (Genesis 38:21)",15879
עֵינָן,,,Enan. Compare,15881
עָיֵף,,,be wearied,15888
עָיֵף,,,"faint, thirsty, weary",15889
עֵיפָה,,,darkness,15890
עֵיפָה,,,Ephah,15891
עִיר,,,"Ai (from margin), city, court (from margin), town",15892
עִיר,,,Ir,15893
עִיר,,,watcher,15894
עַיִר,,,"(ass) colt, foal, young ass",15895
עִיר הַמֶּלַח,,,the city of salt,15898
עִיר הַתְּמָרִים,,,the city of palmtrees,15899
עִיר נָחָשׁ,,,Irnahash,15904
עִיר שֶׁמֶשׁ,,,Irshemesh,15905
עִירָא,,,Ira,15896
עִירָד,,,Irad,15897
עִירוּ,,,Iru,15900
עִירִי,,,Iri,15901
עִירָם,,,Iram,15902
עֵירֹם,,,naked(-ness),15903
עַיִשׁ,,,Arcturus,15906
עַכְבּוֹר,,,Achbor,15907
עַכָּבִישׁ,,,spider,15908
עַכְבָּר,,,mouse,15909
עַכּוֹ,,,Accho,15910
עָכוֹר,,,Achor,15911
עָכָן,,,Achan. Compare,15912
עֶכֶס,,,"stocks, tinkling ornament",15914
עָכַס,,,make a tinkling ornament,15913
עַכְסָה,,,Achsah,15915
עָכַר,,,"trouble, stir",15916
עָכָר,,,Achar. Compare,15917
עׇכְרָן,,,Ocran,15918
עַכְשׁוּב,,,adder,15919
עַל,,,"above, high, most High",15920
עַל,,,"above, according to(-ly), after, (as) against, among, and, × as, at, because of, beside (the rest of), between, beyond the time, × both and, by (reason of), × had the charge of, concerning for, in (that), (forth, out) of, (from) (off), (up-) on, over, than, through(-out), to, touching, × with",15921
עַל,,,"about, against, concerning, for, (there-) fore, from, in, × more, of, (there-, up-) on, (in-) to, why with",15922
עֹל,,,yoke,15923
עֵלָּא,,,over,15924
עֻלָּא,,,Ulla,15925
עִלֵּג,,,stammerer,15926
עֲלָה,,,burnt offering,15928
עִלָּה,,,occasion,15931
עָלֶה,,,"branch, leaf",15929
עָלָה,,,"arise (up), (cause to) ascend up, at once, break (the day) (up), bring (up), (cause to) burn, carry up, cast up, shew, climb (up), (cause to, make to) come (up), cut off, dawn, depart, exalt, excel, fall, fetch up, get up, (make to) go (away, up); grow (over) increase, lay, leap, levy, lift (self) up, light, (make) up, × mention, mount up, offer, make to pay, perfect, prefer, put (on), raise, recover, restore, (make to) rise (up), scale, set (up), shoot forth (up), (begin to) spring (up), stir up, take away (up), work",15927
עֹלָה,,,"ascent, burnt offering (sacrifice), go up to. See also",15930
עַלְוָה,,,iniquity,15932
עַלְוָה,,,"Aliah, Alvah",15933
עָלוּם,,,youth,15934
עַלְוָן,,,"Alian, Alvan",15935
עֲלוּקָה,,,horse-leech,15936
עָלֵז,,,that rejoiceth,15938
עָלַז,,,"be joyful, rejoice, triumph",15937
עֲלָטָה,,,"dark, twilight",15939
עֱלִי,,,pestle,15940
עִלִּי,,,upper,15942
עִלַּי,,,(most) high,15943
עֵלִי,,,Eli,15941
עֲלִיָּה,,,"ascent, (upper) chamber, going up, loft, parlour",15944
עֶלְיוֹן,,,"(Most, on) high(-er, -est), upper(-most)",15945
עֶלְיוֹן,,,Most high,15946
עַלִּיז,,,"joyous, (that) rejoice(-ing)",15947
עֲלִיל,,,furnace,15948
עֲלִילָה,,,"act(-ion), deed, doing, invention, occasion, work",15949
עֲלִילִיָּה,,,work,15950
עֲלִיצוּת,,,rejoicing,15951
עַלִּית,,,chamber. Compare,15952
עֲלַל,,,"bring in, come in, go in",15954
עָלַל,,,"abuse, affect, × child, defile, do, glean, mock, practise, thoroughly, work (wonderfully)",15953
עֹלֵלָה,,,"(gleaning) (of the) grapes, grapegleanings",15955
עֶלֶם,,,"young man, stripling",15958
עָלַם,,,"× any ways, blind, dissembler, hide (self), secret (thing)",15956
עָלַם,,,"for (n-)ever (lasting), old",15957
עַלְמָה,,,"damsel, maid, virgin",15959
עַלְמוֹן,,,Almon,15960
עֲלָמוֹת,,,Alamoth,15961
עַלְמִי,,,Elamite,15962
עַלְמֹן דִּבְלָתָיְמָה,,,Almondilathaim,15963
עָלֶמֶת,,,"Alameth, Alemeth",15964
עָלַס,,,"× peacock, rejoice, solace self",15965
עֲלַע,,,rib,15967
עָלַע,,,suck up,15966
עָלַף,,,"faint, overlaid, wrap self",15968
עֻלְפֶּה,,,fainted,15969
עָלַץ,,,"be joyful, rejoice, triumph",15970
עִם,,,"accompanying, against, and, as (× long as), before, beside, by (reason of), for all, from (among, between), in, like, more than, of, (un-) to, with(-al)",15973
עִם,,,"by, from, like, to(-ward), with",15974
עַם,,,"folk, men, nation, people",15971
עַם,,,people,15972
עִמָּד,,,"against, by, from, + me, + mine, of, + that I take, unto, upon, with(-in.)",15978
עָמַד,,,"abide (behind), appoint, arise, cease, confirm, continue, dwell, be employed, endure, establish, leave, make, ordain, be (over), place, (be) present (self), raise up, remain, repair, serve, set (forth, over, -tle, up), (make to, make to be at a, with-) stand (by, fast, firm, still, up), (be at a) stay (up), tarry",15975
עָמַד,,,be at a stand,15976
עֹמֶד,,,"place, (  where) stood, upright",15977
עֶמְדָּה,,,standing,15979
עֻמָּה,,,"(over) against, at, beside, hard by, in points",15980
עֻמָּה,,,Ummah,15981
עַמּוּד,,,"× apiece, pillar",15982
עַמּוֹן,,,"Ammon, Ammonites",15983
עַמּוֹנִי,,,Ammonite(-s),15984
עַמּוֹנִית,,,Ammonite(-ss),15985
עָמוֹס,,,Amos,15986
עָמוֹק,,,Amok,15987
עַמִּי נָדִיב,,,Amminadib,15993
עַמִּיאֵל,,,Ammiel,15988
עַמִּיהוּד,,,Ammihud,15989
עַמִּיזָבָד,,,Ammizabad,15990
עַמִּיחוּר,,,Ammihud (from the margin),15991
עַמִּינָדָב,,,Amminadab,15992
עֲמִיק,,,deep,15994
עָמִיר,,,"handful, sheaf",15995
עַמִּישַׁדַּי,,,Ammishaddai,15996
עָמִית,,,"another, fellow, neighbour",15997
עָמֵל,,,"that laboureth, that is a misery, had taken (labour), wicked, workman",16001
עָמַל,,,(take) labour (in),15998
עָמָל,,,"grievance(-vousness), iniquity, labour, mischief, miserable(-sery), pain(-ful), perverseness, sorrow, toil, travail, trouble, wearisome, wickedness",15999
עָמָל,,,Amal,16000
עֲמָלֵק,,,Amalek,16002
עֲמָלֵקִי,,,Amalekite(-s),16003
עָמַם,,,"become dim, hide",16004
עִמָּנוּאֵל,,,Immanuel,16005
עָמַס,,,"be borne, (heavy) burden (self), lade, load, put",16006
עֲמַסְיָה,,,Amasiah,16007
עַמְעָד,,,Amad,16008
עֵמֶק,,,"dale, vale, valley (often used as a part of proper names). See also",16010
עָמֵק,,,"deeper, depth, strange",16012
עָמַק,,,"(be, have, make, seek) deep(-ly), depth, be profound",16009
עָמֹק,,,(× exceeding) deep (thing),16013
עֹמֶק,,,depth,16011
עֲמַר,,,wool,16015
עָמַר,,,"bind sheaves, make merchandise of",16014
עֹמֶר,,,"omer, sheaf",16016
עֲמֹרָה,,,Gomorrah,16017
עׇמְרִי,,,Omri,16018
עַמְרָם,,,Amram,16019
עַמְרָמִי,,,Amramite,16020
עֲמָשָׂא,,,Amasa,16021
עֲמָשַׂי,,,Amasai,16022
עֲמַשְׁסַי,,,Amashai,16023
עֲנָב,,,Anab,16024
עֵנָב,,,"(ripe) grape, wine",16025
עָנַג,,,"delicate(-ness), (have) delight (self), sport self",16026
עָנֹג,,,delicate,16028
עֹנֶג,,,"delight, pleasant",16027
עָנַד,,,"bind, tie",16029
עֲנָה,,,"answer, speak",16032
עֲנָה,,,poor,16033
עֲנָה,,,Anah,16034
עָנָה,,,"give account, afflict (by mistake for ), (cause to, give) answer, bring low (by mistake for ), cry, hear, Leannoth, lift up, say, × scholar, (give a) shout, sing (together by course), speak, testify, utter, (bear) witness. See also, ",16030
עָנָה,,,"abase self, afflict(-ion, self), answer (by mistake for ), chasten self, deal hardly with, defile, exercise, force, gentleness, humble (self), hurt, ravish, sing (by mistake for ), speak (by mistake for ), submit self, weaken, × in any wise",16031
עָנָו,,,"humble, lowly, meek, poor. Compare",16035
עָנוּב,,,Anub,16036
עֲנָוָה,,,"gentleness, humility, meekness",16038
עַנְוָה,,,"gentleness, meekness",16037
עֱנוּת,,,affliction,16039
עֳנִי,,,"afflicted(-ion), trouble",16040
עָנִי,,,"afflicted, humble, lowly, needy, poor",16041
עֻנִּי,,,Unni,16042
עֲנָיָה,,,Anaiah,16043
עָנִים,,,Anim,16044
עִנְיָן,,,"business, travail",16045
עָנֵם,,,Anem,16046
עֲנָמִים,,,Anamim,16047
עֲנַמֶּלֶךְ,,,Anammelech,16048
עֲנַן,,,cloud,16050
עָנַן,,,"× bring, enchanter, Meonemin, observe(-r of) times, soothsayer, sorcerer",16049
עָנָן,,,cloud(-y),16051
עָנָן,,,Anan,16052
עֲנָנָה,,,cloud,16053
עֲנָנִי,,,Anani,16054
עֲנַנְיָה,,,Ananiah,16055
עֲנַף,,,"bough, branch",16056
עָנֵף,,,full of branches,16058
עָנָף,,,"bough, branch",16057
עָנַק,,,"compass about as a chain, furnish, liberally",16059
עָנָק,,,chain,16060
עָנָק,,,Anak,16061
עֲנָקִי,,,Anakim,16062
עָנֵר,,,Aner,16063
עֲנַשׁ,,,confiscation,16065
עָנַשׁ,,,"amerce, condemn, punish, × surely",16064
עֹנֶשׁ,,,"punishment, tribute",16066
עֲנָת,,,Anath,16067
עֲנָתוֹת,,,Anathoth,16068
עַנְתֹתִי,,,"of Anathoth, Anethothite, Anetothite, Antothite",16069
עַנְתֹתִיָּה,,,Antothijah,16070
עָסִיס,,,"juice, new (sweet) wine",16071
עָסַס,,,tread down,16072
עֳפֶא,,,branch,16073
עֳפִי,,,leaves,16074
עָפַל,,,"be lifted up, presume",16075
עֹפֶל,,,"emerod, fort, strong hold, tower",16076
עֹפֶל,,,Ophel,16077
עׇפְנִי,,,Ophni,16078
עַפְעַף,,,"dawning, eye-lid",16079
עֵפֶר,,,Epher,16081
עָפַר,,,cast (dust),16080
עָפָר,,,"ashes, dust, earth, ground, morter, powder, rubbish",16083
עֹפֶר,,,young roe (hart),16082
עׇפְרָה,,,Ophrah,16084
עֶפְרוֹן,,,"Ephron, Ephrain (from the margin)",16085
עֵץ,,,"carpenter, gallows, helve, pine, plank, staff, stalk, stick, stock, timber, tree, wood",16086
עֲצַב,,,lamentable,16088
עֶצֶב,,,"grievous, idol, labor, sorrow",16089
עָצֵב,,,labour,16092
עָצַב,,,"displease, grieve, hurt, make, be sorry, vex, worship, wrest",16087
עָצָב,,,"idol, image",16091
עֹצֶב,,,"idol, sorrow, × wicked",16090
עִצָּבוֹן,,,"sorrow, toil",16093
עַצֶּבֶת,,,"sorrow, wound",16094
עֵצָה,,,trees,16097
עֵצָה,,,"advice, advisement, counsel([-lor]), purpose",16098
עָצֶה,,,backbone,16096
עָצָה,,,shut,16095
עָצוּם,,,"feeble, great, mighty, must, strong",16099
עֶצְיוֹן גֶּבֶר,,,Ezion-geber,16100
עָצֵל,,,"slothful, sluggard",16102
עָצַל,,,be slothful,16101
עַצְלָה,,,slothfulness,16103
עַצְלוּת,,,idleness,16104
עֶצֶם,,,"body, bone, × life, (self-) same, strength, × very",16106
עֶצֶם,,,"Azem, Ezem",16107
עָצַם,,,"break the bones, close, be great, be increased, be (wax) mighty(-ier), be more, shut, be(-come, make) strong(-er)",16105
עֹצֶם,,,"might, strong, substance",16108
עַצֻּמָה,,,strong,16110
עׇצְמָה,,,"abundance, strength",16109
עַצְמוֹן,,,Azmon,16111
עֵצֶן,,,Eznite (from the margin),16112
עֶצֶר,,,magistrate,16114
עָצָר,,,"× be able, close up, detain, fast, keep (self close, still), prevail, recover, refrain, × reign, restrain, retain, shut (up), slack, stay, stop, withhold (self)",16113
עֹצֶר,,,"× barren, oppression, × prison",16115
עֲצָרָה,,,(solemn) assembly (meeting),16116
עֵקֶב,,,"× because, by, end, for, if, reward",16118
עָקֵב,,,"heel, (horse-) hoof, last, lier in wait (by mistake for ), (foot-) step",16119
עָקֵב,,,heel (by mistake for ),16120
עָקַב,,,"take by the heel, stay, supplant, × utterly",16117
עָקֹב,,,"crooked, deceitful, polluted",16121
עׇקְבָה,,,subtilty,16122
עָקַד,,,bind,16123
עָקֹד,,,ring straked,16124
עָקָה,,,oppression,16125
עַקּוּב,,,Akkub,16126
עָקַל,,,wrong,16127
עֲקַלְקַל,,,"by(-way), crooked way",16128
עֲקַלָּתוֹן,,,crooked,16129
עָקָן,,,Akan. Compare,16130
עֲקַר,,,pluck up by the roots,16132
עִקַּר,,,stump,16136
עֵקֶר,,,stock,16133
עֵקֶר,,,Eker,16134
עָקַר,,,"dig down, hough, pluck up, root up",16131
עָקָר,,,(× male or female) barren (woman),16135
עַקְרָב,,,scorpion,16137
עֶקְרוֹן,,,Ekron,16138
עֶקְרוֹנִי,,,Ekronite,16139
עִקֵּשׁ,,,"crooked, froward, perverse",16141
עִקֵּשׁ,,,Ikkesh,16142
עָקַשׁ,,,"make crooked, (prove, that is) perverse(-rt)",16140
עִקְּשׁוּת,,,× froward,16143
עֵר,,,Er,16147
עָר,,,Ar,16144
עָר,,,enemy,16145
עָר,,,enemy,16146
עֲרַב,,,"mingle (self), mix",16151
עֲרָב,,,Arabia,16152
עֵרֶב,,,"Arabia, mingled people, mixed (multitude), woof",16154
עֶרֶב,,,"day, even(-ing, tide), night",16153
עָרֵב,,,"be pleasant(-ing), take pleasure in, be sweet",16149
עָרֵב,,,sweet,16156
עָרַב,,,"engage, (inter-) meddle (with), mingle (self), mortgage, occupy, give pledges, be(-come, put in) surety, undertake",16148
עָרַב,,,"be darkened, (toward) evening",16150
עָרָב,,,willow,16155
עָרֹב,,,"divers sorts of flies, swarm",16157
עֹרֵב,,,raven,16158
עֹרֵב,,,Oreb,16159
עֲרָבָה,,,"Arabah, champaign, desert, evening, heaven, plain, wilderness. See also",16160
עֲרֻבָּה,,,"pledge, surety",16161
עֲרָבוֹן,,,pledge,16162
עֲרָבִי,,,Arabian,16163
עַרְבָתִי,,,Arbahite,16164
עָרַג,,,"cry, pant",16165
עֲרָד,,,Arad,16166
עֲרָד,,,wild ass,16167
עָרָה,,,"leave destitute, discover, empty, make naked, pour (out), rase, spread self, uncover",16168
עָרָה,,,paper reed,16169
עֲרוּגָה,,,"bed, furrow",16170
עָרוֹד,,,wild ass,16171
עֶרְוָה,,,"nakedness, shame, unclean(-ness)",16172
עַרְוָה,,,dishonor,16173
עָרוֹם,,,naked,16174
עָרוּם,,,"crafty, prudent, subtil",16175
עֲרוֹעֵר,,,health,16176
עֲרוֹעֵר,,,Aroer,16177
עָרוּץ,,,cliffs,16178
עֵרִי,,,Eri,16179
עֵרִי,,,Erites,16180
